發生地點,天候名稱,行動電話或電腦或其他相類功能裝置名稱,Date_ID,是否酒駕,死亡人數,受傷人數
臺南市,晴,0,20221001011200,0,1,0
彰化縣,晴,0,20221001043800,1,1,0
宜蘭縣,晴,0,20221001080101,1,1,0
臺中市,晴,0,20221001101700,0,1,0
臺北市,晴,0,20221001130800,0,1,0
臺中市,晴,0,20221001141000,0,1,0
桃園市,晴,0,20221001172213,0,1,4
新竹縣,晴,0,20221001181000,1,1,1
桃園市,晴,0,20221002034622,0,1,0
新北市,晴,0,20221002072600,0,1,0
苗栗縣,晴,0,20221002080043,0,1,0
桃園市,晴,0,20221002084900,0,1,0
新竹縣,晴,0,20221003081726,0,1,1
雲林縣,晴,0,20221003094800,0,1,0
臺北市,晴,0,20221003161800,0,1,1
彰化縣,晴,0,20221003175300,0,1,0
基隆市,晴,0,20221003193300,0,1,0
臺南市,晴,0,20221003200500,0,1,0
臺北市,晴,0,20221004104100,0,1,0
雲林縣,晴,0,20221004110500,0,1,0
高雄市,晴,0,20221005140800,0,1,0
新北市,晴,0,20221005170500,0,1,0
桃園市,晴,0,20221005182500,0,1,0
苗栗縣,晴,0,20221005231000,1,1,1
桃園市,雨,0,20221005231700,0,1,0
高雄市,晴,0,20221006030000,0,1,1
新竹縣,晴,0,20221006135400,0,1,1
高雄市,晴,0,20221006185000,0,1,0
臺北市,雨,0,20221006201800,0,1,0
苗栗縣,晴,0,20221007021209,1,1,0
新北市,雨,0,20221007075500,0,1,1
臺南市,晴,0,20221007135700,0,1,0
屏東縣,晴,0,20221007194700,0,1,0
高雄市,晴,0,20221008063000,0,1,1
高雄市,陰,0,20221008130800,0,1,0
高雄市,陰,0,20221008143300,0,1,1
苗栗縣,晴,0,20221008152400,0,1,1
臺南市,晴,0,20221008161934,0,1,0
高雄市,雨,0,20221009025000,0,1,0
苗栗縣,晴,0,20221009080700,0,1,0
南投縣,晴,0,20221009133400,0,1,1
臺中市,晴,0,20221009162700,0,1,2
高雄市,晴,0,20221009171200,0,1,1
雲林縣,晴,0,20221009222100,0,1,0
苗栗縣,晴,0,20221010013505,0,1,0
高雄市,晴,0,20221010015600,0,1,0
南投縣,晴,0,20221010084701,0,1,0
雲林縣,晴,0,20221010122543,0,1,0
彰化縣,晴,0,20221010180700,0,1,1
高雄市,晴,0,20221011081100,0,1,1
高雄市,陰,0,20221011160200,0,2,2
屏東縣,晴,0,20221012020532,1,1,1
臺東縣,晴,0,20221012051800,0,1,1
新北市,雨,0,20221012084700,0,1,0
臺中市,晴,0,20221012153200,0,1,0
臺東縣,陰,0,20221012181915,0,1,0
桃園市,晴,0,20221012185800,0,1,1
新北市,晴,0,20221012192300,0,1,1
雲林縣,晴,0,20221013054400,0,1,0
臺北市,陰,0,20221013055200,0,1,0
新竹市,晴,0,20221013064300,0,1,0
彰化縣,晴,0,20221013074600,0,1,1
雲林縣,晴,0,20221013180000,0,1,0
南投縣,晴,0,20221013185900,0,1,2
彰化縣,晴,0,20221013221400,0,1,1
臺南市,晴,0,20221014070800,0,1,1
嘉義縣,晴,0,20221014110300,0,1,0
高雄市,晴,0,20221014122000,0,1,2
新北市,雨,0,20221014152000,0,1,0
桃園市,雨,0,20221014230600,0,1,0
花蓮縣,陰,0,20221014235800,1,1,0
南投縣,晴,0,20221015235339,1,1,1
高雄市,雨,0,20221016062300,0,1,1
彰化縣,晴,0,20221017051500,0,1,0
嘉義縣,晴,0,20221017073600,0,1,0
南投縣,陰,0,20221017095000,0,1,0
屏東縣,陰,0,20221017140900,0,1,1
雲林縣,晴,0,20221017192300,0,1,2
嘉義市,晴,0,20221018065300,0,1,0
屏東縣,晴,0,20221018080010,0,1,0
新北市,雨,0,20221018175200,0,1,1
苗栗縣,晴,0,20221018232110,0,1,0
高雄市,晴,0,20221019143900,0,1,1
高雄市,晴,0,20221019163300,0,1,0
臺中市,晴,0,20221019163600,0,1,2
桃園市,陰,0,20221019225317,0,1,1
宜蘭縣,雨,0,20221020102234,0,1,0
桃園市,晴,0,20221020220500,0,1,2
雲林縣,晴,0,20221020222152,0,1,0
新竹縣,晴,0,20221020232633,1,1,1
臺南市,晴,0,20221021060753,0,1,1
臺中市,晴,0,20221021103500,0,1,1
高雄市,晴,0,20221021104200,0,1,0
臺中市,晴,0,20221021131600,0,1,0
臺中市,晴,0,20221021165500,0,1,3
新北市,晴,0,20221022001400,0,1,1
新北市,雨,0,20221022054200,0,1,0
彰化縣,晴,0,20221022080800,0,1,0
臺南市,晴,0,20221022102029,0,1,0
桃園市,晴,0,20221022103935,0,1,1
新北市,陰,0,20221022112800,0,1,0
新竹縣,陰,0,20221022220718,0,1,0
臺北市,陰,0,20221023003500,0,1,2
高雄市,晴,0,20221023080000,0,1,0
高雄市,晴,0,20221023082500,0,1,1
屏東縣,陰,0,20221023190800,0,1,1
嘉義縣,晴,0,20221023195000,0,1,0
高雄市,晴,0,20221023200000,0,1,1
桃園市,晴,0,20221024000041,0,1,0
桃園市,晴,0,20221024085500,0,1,0
新北市,晴,0,20221024151900,0,1,0
新竹縣,晴,0,20221024202800,0,1,0
臺東縣,晴,0,20221025063400,1,1,0
新北市,晴,0,20221025073900,0,2,0
新竹縣,晴,0,20221025091121,0,1,0
臺東縣,晴,0,20221025103900,0,1,0
臺北市,晴,0,20221025170600,0,1,0
嘉義縣,晴,0,20221025183500,0,1,2
新北市,晴,0,20221025200700,0,1,1
臺南市,晴,0,20221026035701,0,1,0
新竹縣,晴,0,20221026063000,0,1,1
高雄市,晴,0,20221026100700,0,1,0
彰化縣,晴,0,20221026112500,0,1,2
嘉義縣,晴,0,20221026113147,0,1,0
高雄市,晴,0,20221026160100,0,1,2
臺中市,晴,0,20221026171200,0,1,0
新竹市,晴,0,20221027074900,0,1,1
新北市,晴,0,20221027090600,0,1,0
苗栗縣,晴,0,20221027175211,0,1,1
桃園市,晴,0,20221028013000,0,1,3
臺北市,晴,0,20221028015800,0,1,1
高雄市,晴,0,20221028074200,0,1,1
臺南市,晴,0,20221028121800,0,1,0
雲林縣,晴,0,20221028143159,0,1,0
臺北市,雨,0,20221028221800,0,1,0
臺中市,晴,0,20221029041200,1,1,0
臺南市,晴,0,20221029092500,0,1,0
彰化縣,晴,0,20221029210700,0,1,0
臺北市,雨,0,20221030172100,0,1,0
新北市,雨,0,20221031003800,0,1,3
臺中市,晴,0,20221031083800,0,1,0
花蓮縣,雨,0,20221031121037,1,1,0
澎湖縣,雨,0,20221031140300,1,1,0
臺南市,雨,0,20221031154800,0,1,0
臺南市,雨,0,20221031173500,0,1,1
雲林縣,雨,0,20221031175400,0,1,0
臺南市,雨,0,20221031175700,0,1,2
臺北市,雨,0,20221101055200,0,1,0
高雄市,晴,0,20221101064800,0,1,0
臺中市,晴,0,20221101083400,0,1,1
臺南市,晴,0,20221101101713,0,1,2
新北市,雨,0,20221101123100,0,1,0
高雄市,晴,0,20221101153300,0,1,0
臺中市,晴,0,20221101172000,0,1,0
臺南市,晴,0,20221101173228,0,1,1
臺北市,雨,0,20221101210200,1,1,0
屏東縣,晴,0,20221102112500,1,1,0
澎湖縣,陰,0,20221102174000,0,1,0
嘉義縣,陰,0,20221102174349,0,1,0
臺中市,晴,0,20221103125000,0,1,0
屏東縣,晴,0,20221103171539,1,1,1
桃園市,晴,0,20221103175800,0,1,0
澎湖縣,晴,0,20221103224000,1,1,2
宜蘭縣,雨,0,20221104073858,0,1,0
桃園市,雨,0,20221104094959,0,1,0
雲林縣,晴,0,20221104104500,0,1,0
高雄市,晴,0,20221105071500,0,1,0
臺北市,晴,0,20221105090200,0,1,0
臺東縣,晴,0,20221105181000,0,1,0
屏東縣,晴,0,20221105195000,0,1,0
新竹縣,晴,0,20221106015000,0,1,2
臺中市,晴,0,20221106083600,0,1,0
臺東縣,陰,0,20221106191400,1,1,1
桃園市,晴,0,20221106222500,0,1,0
高雄市,晴,0,20221107073800,0,1,0
彰化縣,晴,0,20221107105400,0,1,0
新竹縣,雨,0,20221107123320,0,1,1
桃園市,晴,0,20221107142000,0,1,0
桃園市,晴,0,20221108083100,0,1,1
臺南市,晴,0,20221108090300,0,1,1
臺中市,雨,0,20221108091100,0,1,0
宜蘭縣,雨,0,20221108092500,0,1,0
桃園市,晴,0,20221108115500,0,1,0
屏東縣,晴,0,20221108174557,0,1,1
臺南市,晴,0,20221108183000,0,1,0
桃園市,晴,0,20221108190200,0,1,0
花蓮縣,陰,0,20221109020209,0,1,1
彰化縣,晴,0,20221109075300,0,1,1
桃園市,晴,0,20221109121400,0,2,1
臺南市,晴,0,20221109153102,0,1,0
臺東縣,晴,0,20221109184400,0,1,0
新北市,晴,0,20221110082500,0,1,0
彰化縣,晴,0,20221110094200,0,1,1
雲林縣,晴,0,20221111095900,0,1,0
臺中市,晴,0,20221111132300,0,1,0
高雄市,晴,0,20221111140700,0,1,0
高雄市,晴,0,20221111174700,0,1,1
南投縣,陰,0,20221111203000,0,1,0
苗栗縣,晴,0,20221111231000,0,1,1
彰化縣,晴,0,20221112010100,0,1,1
桃園市,晴,0,20221112015500,0,1,0
宜蘭縣,晴,0,20221112093938,0,1,1
臺南市,晴,0,20221112101449,0,1,3
桃園市,晴,0,20221112134400,1,1,0
宜蘭縣,晴,0,20221112194517,0,1,0
新竹縣,晴,0,20221113150100,0,1,1
臺南市,晴,0,20221113225700,0,1,0
宜蘭縣,雨,0,20221113234548,1,1,0
新北市,晴,0,20221114023500,1,1,1
臺北市,晴,0,20221114042700,1,1,1
桃園市,晴,0,20221114051100,0,1,1
雲林縣,陰,0,20221114082600,0,1,1
新北市,晴,0,20221114141400,0,1,0
臺北市,晴,0,20221115075700,0,1,0
桃園市,晴,0,20221115084200,0,1,0
屏東縣,晴,0,20221115115800,0,1,0
臺南市,晴,0,20221115151958,0,1,0
屏東縣,晴,0,20221115152100,0,1,0
臺中市,晴,0,20221116002000,0,2,0
雲林縣,晴,0,20221116005803,0,1,0
桃園市,陰,0,20221116060500,0,1,0
宜蘭縣,雨,0,20221116074308,0,1,0
彰化縣,晴,0,20221116075000,0,1,0
新竹縣,陰,0,20221116143727,0,1,2
雲林縣,晴,0,20221116144700,0,1,0
宜蘭縣,雨,0,20221116171336,0,1,0
屏東縣,晴,0,20221117051900,0,1,1
彰化縣,晴,0,20221117070800,0,1,0
臺南市,晴,0,20221117145829,0,1,0
南投縣,晴,0,20221117153109,0,1,1
臺中市,晴,0,20221117160200,0,1,0
雲林縣,晴,0,20221117163400,0,1,0
新北市,晴,0,20221117192000,0,1,0
新竹縣,晴,0,20221118064822,0,1,0
臺南市,晴,0,20221118174500,0,1,0
高雄市,晴,0,20221118185100,1,1,0
臺中市,晴,0,20221118235800,0,1,1
彰化縣,晴,0,20221120014700,0,1,0
新北市,晴,0,20221120072800,0,1,1
臺東縣,晴,0,20221121072500,0,1,2
臺南市,晴,0,20221121074046,0,1,1
新竹縣,晴,0,20221121074300,0,1,1
彰化縣,晴,0,20221121081200,0,1,0
新北市,晴,0,20221121151300,0,1,1
臺南市,晴,0,20221121212504,0,1,0
臺中市,晴,0,20221121222200,0,1,3
新北市,晴,0,20221121230000,0,1,1
桃園市,陰,0,20221122023123,1,1,1
臺南市,晴,0,20221122051021,0,1,0
新北市,晴,0,20221122054500,0,1,0
臺中市,晴,0,20221122092800,0,1,0
臺中市,晴,0,20221122154500,0,1,0
彰化縣,晴,0,20221122230100,0,1,0
臺中市,晴,0,20221123011400,0,1,0
雲林縣,陰,0,20221123092801,0,2,0
臺南市,晴,0,20221123111200,0,1,0
雲林縣,晴,0,20221123150158,0,1,1
臺中市,晴,0,20221123170700,0,1,0
臺中市,陰,0,20221123201700,0,1,0
新北市,雨,0,20221124031500,0,1,0
高雄市,陰,0,20221124151400,0,1,1
臺南市,晴,0,20221124160600,0,1,0
臺中市,晴,0,20221125120200,0,1,0
基隆市,雨,0,20221125170500,0,1,0
嘉義市,晴,0,20221125214400,0,1,0
屏東縣,陰,0,20221125220601,0,1,1
臺南市,晴,0,20221126054827,0,1,0
屏東縣,晴,0,20221126071200,0,1,7
臺南市,晴,0,20221126112320,0,1,0
桃園市,陰,0,20221126153624,0,1,0
彰化縣,晴,0,20221126194600,0,1,0
彰化縣,晴,0,20221126231900,0,1,1
高雄市,晴,0,20221127014700,0,1,2
臺北市,晴,0,20221127032500,0,1,1
臺北市,晴,0,20221127061000,0,1,0
桃園市,晴,0,20221127155200,0,1,0
雲林縣,晴,0,20221127200100,0,1,0
臺南市,晴,0,20221128065337,0,1,0
雲林縣,晴,0,20221128084446,0,1,0
臺南市,晴,0,20221128120200,0,1,1
臺南市,晴,0,20221128143715,0,1,3
南投縣,晴,0,20221128173514,0,1,1
臺南市,晴,0,20221128175200,0,1,1
花蓮縣,晴,0,20221129083500,0,1,1
新北市,晴,0,20221129143000,0,1,0
新北市,晴,0,20221129151800,0,1,0
臺南市,晴,0,20221129203602,0,1,0
臺中市,晴,0,20221129210000,0,1,0
臺南市,晴,0,20221130062800,0,1,0
彰化縣,晴,0,20221130071400,0,1,3
雲林縣,晴,0,20221130075956,0,1,0
臺南市,晴,0,20221130084500,0,1,0
高雄市,晴,0,20221130165900,0,1,0
彰化縣,晴,0,20221130173800,0,1,2
南投縣,晴,0,20221201172000,0,1,0
桃園市,雨,0,20221202055050,0,1,0
屏東縣,晴,0,20221202134600,0,1,0
高雄市,晴,0,20221202161000,0,1,1
屏東縣,晴,0,20221202173500,0,1,0
桃園市,晴,0,20221202174548,0,1,0
屏東縣,陰,0,20221202223000,1,1,0
苗栗縣,晴,0,20221202231445,1,1,0
屏東縣,晴,0,20221203095800,0,1,1
臺北市,陰,0,20221203103700,0,1,0
臺南市,晴,0,20221203110500,0,1,0
新北市,晴,0,20221203203100,0,1,3
嘉義縣,晴,0,20221204013700,0,1,1
南投縣,晴,0,20221204062927,0,1,0
新北市,雨,0,20221204083300,0,1,1
基隆市,雨,0,20221204155800,0,1,0
高雄市,晴,0,20221204195000,0,1,1
彰化縣,晴,0,20221205115000,0,1,3
雲林縣,晴,0,20221205132501,0,1,0
臺南市,晴,0,20221205145943,0,1,0
屏東縣,晴,0,20221205194500,0,1,0
臺南市,晴,0,20221206083806,0,1,0
嘉義縣,晴,0,20221206134500,0,1,1
桃園市,陰,0,20221206154344,0,1,0
臺北市,陰,0,20221206184000,0,1,1
臺中市,晴,0,20221206213000,0,1,0
臺中市,晴,1,20221206224200,0,1,0
臺中市,晴,0,20221207040300,0,1,0
嘉義縣,晴,0,20221207081000,0,1,0
新竹縣,晴,0,20221207193000,1,1,0
臺中市,晴,0,20221207224900,1,1,0
宜蘭縣,晴,0,20221208100516,0,1,0
臺南市,晴,0,20221208101533,0,1,0
新北市,晴,0,20221208170300,0,1,1
新竹市,晴,0,20221208181000,0,1,2
高雄市,晴,0,20221208184400,0,1,4
屏東縣,晴,0,20221208190000,0,1,0
桃園市,雨,0,20221208191100,1,1,1
宜蘭縣,雨,0,20221208210700,0,1,1
桃園市,雨,0,20221209044700,0,1,0
高雄市,晴,0,20221209075800,0,1,0
雲林縣,晴,0,20221209124413,0,1,0
臺南市,晴,0,20221209125534,0,1,2
宜蘭縣,雨,0,20221209211000,0,1,1
桃園市,雨,0,20221210061058,0,1,0
臺南市,晴,0,20221210081919,0,1,0
屏東縣,晴,0,20221210110617,0,1,0
彰化縣,晴,0,20221210112800,0,1,0
宜蘭縣,暴雨,0,20221210135310,0,1,0
桃園市,雨,0,20221210135747,1,1,0
苗栗縣,陰,0,20221210160940,0,1,0
嘉義縣,陰,0,20221210234855,0,1,0
臺中市,晴,0,20221211043800,0,1,0
屏東縣,晴,0,20221211052344,0,1,1
桃園市,雨,0,20221211061941,0,1,0
臺中市,晴,0,20221211083900,0,1,0
屏東縣,晴,0,20221211095300,0,1,1
桃園市,晴,0,20221211105631,0,1,2
臺南市,晴,0,20221211150200,0,1,0
宜蘭縣,雨,0,20221212001919,0,1,0
臺中市,晴,0,20221212133400,0,1,0
新北市,雨,0,20221212160500,0,1,0
桃園市,陰,0,20221212164128,0,1,1
苗栗縣,晴,1,20221212195700,0,1,0
臺南市,晴,0,20221213174200,0,1,0
臺東縣,晴,0,20221213200500,0,1,0
雲林縣,晴,0,20221213202800,0,1,0
臺南市,晴,0,20221214022000,0,1,0
彰化縣,晴,0,20221214060700,0,1,0
雲林縣,陰,0,20221214081400,0,1,0
桃園市,雨,0,20221215085457,0,1,0
高雄市,晴,0,20221215100024,0,1,1
苗栗縣,雨,0,20221215100314,0,1,0
新竹市,雨,0,20221215134000,0,1,0
臺東縣,晴,0,20221215154500,0,1,1
彰化縣,晴,0,20221215160000,0,1,1
屏東縣,晴,0,20221215163835,0,1,0
花蓮縣,陰,0,20221215172838,0,1,0
桃園市,陰,0,20221215183600,0,1,0
臺北市,雨,0,20221215213500,0,1,1
臺南市,晴,0,20221216171953,0,1,0
新北市,雨,0,20221216192000,0,1,0
嘉義市,雨,0,20221217052200,0,2,1
嘉義縣,陰,0,20221217133747,0,1,0
新北市,雨,0,20221217202600,0,1,0
彰化縣,晴,0,20221218035600,0,1,0
雲林縣,晴,0,20221218181939,0,1,0
苗栗縣,晴,0,20221218202800,0,1,0
新北市,晴,0,20221219101900,0,1,0
臺中市,晴,0,20221219103200,0,1,1
新北市,晴,0,20221219112300,1,1,0
嘉義市,晴,0,20221219154300,1,1,0
高雄市,晴,0,20221219181100,0,1,1
彰化縣,晴,0,20221219182500,0,1,0
臺東縣,晴,0,20221219225500,0,1,0
桃園市,晴,0,20221220023700,0,1,0
新北市,晴,0,20221220082000,0,1,0
桃園市,晴,0,20221220103850,0,1,1
嘉義市,晴,0,20221220105400,0,1,0
屏東縣,晴,0,20221220141200,0,1,0
臺南市,晴,0,20221220173200,0,1,0
臺南市,晴,0,20221220173600,0,1,0
高雄市,晴,0,20221220234500,1,1,0
屏東縣,晴,0,20221221075300,0,1,0
新北市,陰,0,20221221130600,0,1,0
臺中市,晴,0,20221221155900,0,1,0
苗栗縣,晴,0,20221222113823,1,1,0
臺南市,晴,0,20221222115213,0,1,0
屏東縣,晴,0,20221222125400,0,1,0
桃園市,晴,0,20221222151800,0,1,1
南投縣,陰,0,20221222195000,1,1,0
臺南市,晴,0,20221223045100,0,1,0
苗栗縣,晴,0,20221223094000,0,1,0
苗栗縣,晴,0,20221223104221,0,1,0
宜蘭縣,陰,0,20221223112100,0,1,0
桃園市,晴,0,20221223131000,0,1,0
雲林縣,晴,0,20221223193300,0,1,0
花蓮縣,陰,0,20221224034813,0,1,0
臺中市,晴,0,20221224054900,0,1,1
臺南市,晴,0,20221224094909,0,1,0
桃園市,晴,0,20221224124006,0,1,0
雲林縣,晴,0,20221224133850,0,1,0
新北市,晴,0,20221224154600,1,1,0
苗栗縣,晴,0,20221225180200,0,1,1
臺南市,晴,0,20221225213300,0,1,0
嘉義縣,晴,0,20221226065500,0,1,0
高雄市,晴,0,20221226110000,0,1,0
新北市,晴,0,20221226143000,0,1,0
臺南市,晴,0,20221226160649,0,1,0
臺中市,晴,0,20221227022200,0,1,1
臺中市,晴,0,20221227053000,0,1,0
臺南市,晴,0,20221227071054,0,1,0
臺中市,晴,0,20221227072800,0,1,0
新竹市,晴,0,20221227102805,0,1,0
桃園市,晴,0,20221227104531,0,1,0
嘉義市,晴,0,20221227132800,0,1,5
臺中市,晴,0,20221227153800,0,1,3
桃園市,晴,0,20221227161948,0,1,0
苗栗縣,晴,0,20221227214721,0,1,1
臺中市,晴,0,20221227231500,0,2,1
南投縣,晴,0,20221228063054,0,1,0
雲林縣,晴,0,20221228064924,0,1,0
雲林縣,晴,0,20221228123000,0,1,1
苗栗縣,晴,0,20221228133000,0,1,1
臺北市,陰,0,20221228173200,0,1,0
高雄市,晴,0,20221229002000,0,1,0
嘉義縣,陰,0,20221229034024,0,1,1
雲林縣,陰,0,20221229154900,0,1,0
南投縣,晴,0,20221229172700,0,1,1
臺北市,雨,0,20221229191400,0,1,0
臺南市,晴,0,20221230210500,0,1,0
高雄市,晴,0,20221230221300,0,1,0
臺中市,晴,0,20221231043700,0,1,0
臺南市,晴,0,20221231060000,0,1,0
基隆市,雨,0,20221231060000,0,1,2
宜蘭縣,雨,0,20221231060953,1,1,0
新竹市,晴,0,20221231091958,0,1,0
高雄市,陰,0,20221231153000,0,1,1
基隆市,雨,0,20221231182000,0,1,1
